"","title","authors","average_rating","isbn13","language_code","num_pages","ratings_count","text_reviews_count","publication_date","publisher","publication_year","page_range"
"7664","Like a Charm","Karin Slaughter/Denise Mina/John Harvey/Kelley Armstrong/John Connolly/Emma Donoghue/Jane Haddam/Laura Lippman/Peter Robinson/Fidelis Morgan/Peter Moore Smith/Lynda La Plante/Jerrilyn Farmer/Lee Child/Mark Billingham",3.48,"9780099462255","eng",384,1322,88,2004-06-03,"Arrow",2004,"351-450"
"7665","The Prince Kidnaps a Bride (Lost Princesses  #3)","Christina Dodd",3.79,"9780060561185","eng",384,2103,84,2006-11-28,"Avon",2006,"351-450"
"7666","Death by Black Hole: And Other Cosmic Quandaries","Neil deGrasse Tyson",4.1,"9780393062243","eng",384,9837,552,2007-01-17,"W. W. Norton  Company",2007,"351-450"
"7667","Slim to None: A Journey Through the Wasteland of Anorexia Treatment","Jennifer Hendricks/Gordon Hendricks",3.63,"9780071433716","eng",384,580,21,2004-02-04,"McGraw-Hill Education",2004,"351-450"
"7668","The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy","Jane Robins",3.39,"9780743255905","eng",384,52,8,2006-08-07,"Free Press",2006,"351-450"
"7669","Lidia's Italy","Lidia Matticchio Bastianich/Tanya Bastianich Manuali/David Nussbaum/Christopher Hirsheimer",4.21,"9781400040360","en-US",384,637,24,2007-04-10,"Knopf Publishing Group",2007,"351-450"
"7670","Presidential Power and the Modern Presidents: The Politics of Leadership from Roosevelt to Reagan","Richard E. Neustadt",3.77,"9780029227961","eng",384,293,17,1991-03-01,"Free Press",1991,"351-450"
"7671","Short Stories","Anton Chekhov/Ralph E. Matlaw",4.35,"9780393090024","eng",384,2633,105,1979-04-17,"W. W. Norton & Company",1979,"351-450"
"7672","The Complete Monty Python's Flying Circus: All the Words  Vol. 2","Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin",4.44,"9780679726487","eng",384,1212,18,1989-11-12,"Pantheon",1989,"351-450"
"7673","The Gangs of New York","Herbert Asbury/Jorge Luis Borges",3.6,"9781560252757","eng",384,2835,209,2001-10-30,"Basic Books",2001,"351-450"
"7674","East Is East","T. Coraghessan Boyle",3.64,"9780140131673","eng",384,2098,113,1991-08-01,"Penguin Books",1991,"351-450"
"7675","Specials (Uglies  #3)","Scott Westerfeld",3.77,"9780689865404","eng",384,151825,6730,2006-05-09,"Simon Pulse",2006,"351-450"
"7676","Blue Noon (Midnighters  #3)","Scott Westerfeld",3.85,"9780060519599","eng",384,14798,718,2007-02-06,"Eos",2007,"351-450"
"7677","The Rosetta Codex","Richard Paul Russo",3.21,"9780441013302","en-US",384,22,2,2005-12-06,"Ace Trade",2005,"351-450"
"7678","Pledged: The Secret Life of Sororities","Alexandra Robbins",3.18,"9781401300463","en-US",384,245,30,2004-04-14,"Hyperion",2004,"351-450"
"7679","Agricola / Germania / Dialogue on Oratory","Tacitus/Maurice Hutton/Robert Maxwell Ogilvie/E.H. Warmington/William Peterson/Michael Winterbottom",3.95,"9780674990395","mul",384,87,7,1914-01-01,"Harvard University Press",1914,"351-450"
"7680","Emotional Intelligence: Why It Can Matter More Than IQ","Daniel Goleman",4.01,"9780553804911","eng",384,63501,1663,2006-09-26,"Bantam",2006,"351-450"
"7681","Existentialism from Dostoevsky to Sartre","Walter Kaufmann",4.08,"9780452009301","en-US",384,5011,88,1975-03-01,"Plume",1975,"351-450"
"7682","The Roman Empire","Colin      Wells",3.58,"9780674777705","en-US",384,110,7,1995-08-11,"Harvard University Press",1995,"351-450"
"7683","An Unquiet Grave (Louis Kincaid  #7)","P.J. Parrish",4.13,"9780786016075","eng",384,614,68,2006-02-01,"Pinnacle",2006,"351-450"
"7684","Island Of Bones (Louis Kincaid  #5)","P.J. Parrish",4.02,"9780786016051","eng",384,586,62,2004-01-01,"Pinnacle",2004,"351-450"
"7685","King Leopold's Ghost","Adam Hochschild",4.15,"9780618711673","eng",384,102,20,2006-04-01,"Mariner Books",2006,"351-450"
"7686","Accidental Empires","Robert X. Cringely",4.01,"9780887308550","eng",384,1570,63,1996-09-13,"Harper Business",1996,"351-450"
"7687","Airs Above the Ground","Mary  Stewart",4.05,"9780060747480","eng",384,4615,255,2004-11-30,"HarperTorch",2004,"351-450"
"7688","Le Premier homme","Albert Camus/Catherine Camus",3.96,"9782070401017","fre",384,293,18,2000-02-11,"Gallimard",2000,"351-450"
"7689","The Waterborn (Children of the Changeling  #1)","Greg Keyes/J. Gregory Keyes",3.81,"9780345396709","en-US",384,76,5,1997-03-02,"Del Rey Books",1997,"351-450"
"7690","The Lost Tomb","Kent R. Weeks",4.09,"9780688172244","eng",384,391,26,1999-11-09,"Harper Perennial",1999,"351-450"
"7691","Cat Seeing Double (Joe Grey  #8)","Shirley Rousseau Murphy",4.25,"9780061015618","eng",384,582,22,2003-10-28,"Avon",2003,"351-450"
"7692","Remind Me Again Why I Need A Man","Claudia Carroll",3.3,"9780061140532","eng",384,689,128,2007-05-01,"Harper",2007,"351-450"
"7693","Forgotten New York: Views of a Lost Metropolis","Kevin   Walsh",4.16,"9780060754006","eng",384,200,20,2006-09-26,"Collins Reference",2006,"351-450"
"7694","Shaken (Left Behind: The Kids  #23-25)","Jerry B. Jenkins/Tim LaHaye/Chris Fabry",4.32,"9781414302683","eng",384,217,2,2005-02-01,"Tyndale House Publishers",2005,"351-450"
"7695","The Kept Woman","Susan Donovan",3.81,"9780312939502","eng",384,4037,143,2006-06-27,"St. Martin's Paperbacks",2006,"351-450"
"7696","The Crazyladies of Pearl Street","Trevanian",3.77,"9781400080373","eng",384,1063,157,2006-06-06,"Broadway Books",2006,"351-450"
"7697","Bosnia: A Short History","Noel Malcolm",4.07,"9780330412445","eng",384,38,1,2002-08-01,"Pan MacMillan",2002,"351-450"
"7698","Treasure Box","Orson Scott Card",3.33,"9780061093982","eng",384,3646,189,1997-10-01,"Harper",1997,"351-450"
"7699","What Is Ancient Philosophy?","Pierre Hadot/Michael Chase",4.19,"9780674013735","eng",384,400,42,2004-03-15,"Belknap Press",2004,"351-450"
"7700","A Mad People's History of Madness","Dale Peterson",4.33,"9780822953319","eng",384,9,0,1982-03-15,"University of Pittsburgh Press",1982,"351-450"
"7701","Blame It on Paris","Laura Florand",3.53,"9780765315083","eng",384,358,63,2006-10-03,"Forge Books",2006,"351-450"
"7702","James Dean: The Mutant King: A Biography","David Dalton",4.07,"9781556523984","eng",384,491,29,2001-09-01,"Chicago Review Press",2001,"351-450"
"7703","Lightning","Dean Koontz",4.06,"9780425192030","eng",384,49312,1644,2003-09-02,"Berkley",2003,"351-450"
"7704","The Third Victim (Quincy & Rainie  #2)","Lisa Gardner",4.16,"9780553578683","eng",384,24599,518,2001-01-30,"Bantam",2001,"351-450"
"7705","Underworld (Underworld  #1)","Greg Cox/Danny McBride/Len Wiseman/Kevin Grevioux",4.09,"9780743480710","eng",384,2031,79,2003-08-26,"Pocket Star Books",2003,"351-450"
"7706","Peach Cobbler Murder (Hannah Swensen  #7)","Joanne Fluke",3.92,"9780758201553","eng",384,11633,554,2006-02-01,"Kensington",2006,"351-450"
"7707","New Complete Guide to Sewing","Reader's Digest Association",4.23,"9780762104208","eng",384,420,37,2002-10-24,"Readers Digest.",2002,"351-450"
"7708","The Centurions (The Centurions  #1)","Damion Hunter",4.14,"9780345296917","eng",384,44,7,1981-11-12,"Ballantine Books",1981,"351-450"
"7709","Boomers  Xers  and Other Strangers: Understanding the Generational Differences that Divide Us","Rick Hicks/Kathy Hicks",3.36,"9781561796779","eng",384,28,4,1999-10-01,"Focus on the Family Publishing",1999,"351-450"
"7710","Complete Idiot's Guide to The Beatles","Richard Buskin/Allan Kozinn",3.73,"9780028621302","eng",384,15,2,1997-12-01,"Alpha",1997,"351-450"
"7711","At the Edge (Psychic Triplet Trilogy  #1)","Cait London",3.79,"9780061140501","en-US",384,273,21,2007-05-29,"Avon",2007,"351-450"
"7712","With Her Last Breath","Cait London",3.66,"9780060001810","en-US",384,112,11,2003-06-24,"Avon",2003,"351-450"
"7713","First Things First","Stephen R. Covey/A. Roger Merrill/Rebecca R. Merrill",4.1,"9780684802039","eng",384,33724,350,1996-01-17,"Free Press",1996,"351-450"
"7714","The Speed of Trust: The One Thing that Changes Everything","Stephen M.R. Covey",3.99,"9780743297301","eng",384,17073,528,2006-10-17,"Free Press",2006,"351-450"
"7715","Reckless Love (MacKenzie-Blackthorn #1)","Elizabeth Lowell",3.8,"9780373772520","eng",384,1101,45,2006-12-26,"Harlequin",2006,"351-450"
"7716","Touched with Fire: Manic-Depressive Illness and the Artistic Temperament","Kay Redfield Jamison",4.02,"9780684831831","en-US",384,4209,199,1996-10-18,"Free Press",1996,"351-450"
"7717","Shadows At Sunset","Anne Stuart",3.63,"9781551665719","eng",384,762,38,2000-08-25,"MIRA",2000,"351-450"
"7718","Let It Be Love (Effingtons  #11)","Victoria Alexander",3.79,"9780060593209","eng",384,1212,45,2005-10-25,"Avon",2005,"351-450"
"7719","When We Meet Again (Effingtons  #10)","Victoria Alexander",3.87,"9780060593193","eng",384,1320,58,2005-05-24,"Avon",2005,"351-450"
"7720","The Lady in Question (Effingtons  #7)","Victoria Alexander",3.77,"9780060517618","eng",384,1286,60,2003-11-25,"Avon",2003,"351-450"
"7721","Certain Prey (Lucas Davenport  #10)","John Sandford",4.22,"9780743484190","eng",384,15377,416,2004-02-21,"Simon & Schuster",2004,"351-450"
"7722","Bite Me If You Can (Argeneau #6)","Lynsay Sands",4.27,"9780060774127","eng",384,17950,465,2007-01-30,"Avon",2007,"351-450"
"7723","Betty Friedan and the Making of The Feminine Mystique: The American Left  the Cold War  and Modern Feminism","Daniel Horowitz",3.59,"9781558492769","eng",384,58,6,2000-09-27,"University of Massachusetts Press",2000,"351-450"
"7724","Three Little Secrets (MacLachlan Family  #4)","Liz Carlyle",3.84,"9780743496124","eng",384,1181,50,2006-04-01,"Pocket Star",2006,"351-450"
"7725","The Cake Book","Tish Boyle/John Uher",4.19,"9780471469339","eng",384,100,12,2006-04-14,"Houghton Mifflin Harcourt",2006,"351-450"
"7726","The Burglar Who Traded Ted Williams (Bernie Rhodenbarr  #6)","Lawrence Block",3.89,"9780060731441","eng",384,2190,98,2005-10-25,"HarperTorch",2005,"351-450"
"7727","How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking","Nigella Lawson",3.97,"9780786886814","eng",384,29553,254,2005-09-01,"Hachette Books",2005,"351-450"
"7728","The Full Matilda","David Haynes",4,"9780767915694","eng",384,46,5,2004-05-11,"Broadway Books",2004,"351-450"
"7729","The O. Henry Prize Stories 2003","Laura Furman/David Guterson/Diane Johnson/Jennifer Egan",3.78,"9781400031313","eng",384,138,22,2003-09-09,"Random House Value Publishing",2003,"351-450"
"7730","Once a Warrior (Warriors  #1)","Karyn Monk",3.75,"9780553574227","eng",384,309,20,1997-03-31,"Fanfare",1997,"351-450"
"7731","In the Hand of Dante","Nick Tosches",3.18,"9780316735643","en-US",384,683,76,2003-09-01,"Back Bay Books",2003,"351-450"
"7732","The Wild Shore (Three Californias Triptych  #1)","Kim Stanley Robinson",3.75,"9780312890360","eng",384,2457,170,1995-03-15,"Orb Books",1995,"351-450"
"7733","The Sagittarius Whorl (Rampart Worlds #3)","Julian May",3.75,"9780345395184","eng",384,339,4,2001-01-02,"Del Rey Books",2001,"351-450"
"7734","Flirting With Danger (Samantha Jellicoe  #1)","Suzanne Enoch",3.93,"9780060593636","eng",384,3625,189,2005-03-01,"Avon",2005,"351-450"
"7735","Robin Williams Web Design Workshop","Robin P. Williams/John Tollett/Dave Rohr",3.8,"9780201748673","eng",384,54,1,2001-08-04,"Peachpit Press",2001,"351-450"
"7736","Vixen 03 (Dirk Pitt  #5)","Clive Cussler",3.84,"9780553589443","eng",384,10238,199,2006-07-25,"Bantam",2006,"351-450"
"7737","Joel on Software","Joel Spolsky",4.11,"9781590593899","eng",384,2981,118,2004-10-28,"Apress",2004,"351-450"
"7738","A Whole Lotta Love","Donna Hill/Francis Ray/Brenda Jackson/Monica Jackson",4.46,"9780451210906","eng",384,662,7,2004-01-06,"Signet",2004,"351-450"
"7739","Oh  Play That Thing","Roddy Doyle",3.29,"9780143036050","en-US",384,1545,105,2005-10-25,"Penguin Books",2005,"351-450"
"7740","Hope is the Thing with Feathers: A Personal Chronicle of Vanished Birds","Christopher Cokinos",4.22,"9780446677493","eng",384,308,33,2001-04-01,"Warner Books (NY)",2001,"351-450"
"7741","The Nightingale's Song","Kathleen Eschenburg",3.88,"9780380815692","eng",384,16,3,2001-10-30,"HarperTorch",2001,"351-450"
"7742","Menace Invisible (Admiral Arnold Morgan  #3)","Patrick Robinson",4.01,"9782226114976","fre",384,3,0,2000-03-01,"Albin Michel",2000,"351-450"
"7743","Nothing Lasts Forever","Sidney Sheldon",3.84,"9780446354738","eng",384,26040,614,1995-09-01,"Grand Central",1995,"351-450"
"7744","You Belong To Me","Mary Higgins Clark",3.87,"9780671004545","en-US",384,20843,421,1999-04-01,"Pocket Books",1999,"351-450"
"7745","Alles ist erleuchtet","Jonathan Safran Foer/Dirk van Gunsteren",3.9,"9783462032178","ger",384,39,4,2003-02-20,"Kiepenheuer & Witsch",2003,"351-450"
"7746","The Best of McSweeney's  Vol. 2","Dave Eggers",3.81,"9780241142462","en-US",384,68,5,2005-08-25,"Hamish hamilton",2005,"351-450"
"7747","The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America","Russell Shorto",4.14,"9781400078677","eng",384,6919,777,2005-04-12,"Vintage",2005,"351-450"
"7748","The Scold's Bridle","Minette Walters",3.95,"9780312956127","eng",384,7019,113,1995-10-15,"St. Martin's Press",1995,"351-450"
"7749","The Breaker","Minette Walters",3.62,"9780515128826","eng",384,2919,142,2000-08-01,"Jove",2000,"351-450"
"7750","Vineland","Thomas Pynchon",3.69,"9780141180632","en-US",385,702,69,1997-09-01,"Penguin Classics",1997,"351-450"
"7751","A Backward Glance","Edith Wharton/Louis Auchincloss",3.76,"9780684847559","eng",385,521,77,1998-07-15,"Scribner",1998,"351-450"
"7752","Lectures on Literature","Vladimir Nabokov/Fredson Bowers/John Updike",4.34,"9780156027755","eng",385,1606,83,2002-12-16,"Mariner Books",2002,"351-450"
"7753","The Children of Henry VIII","Alison Weir",4.05,"9780345407863","eng",385,11134,418,1997-07-08,"Ballantine Books",1997,"351-450"
"7754","Cat Cross Their Graves (Joe Grey  #10)","Shirley Rousseau Murphy",4.32,"9780060578114","eng",385,504,28,2005-09-27,"Avon",2005,"351-450"
"7755","The House That Jack Built","Graham Masterton",3.88,"9780843947465","eng",385,1596,64,2000-06-01,"Leisure Books",2000,"351-450"
"7756","Something Rotten (Thursday Next  #4)","Jasper Fforde",4.16,"9780143035411","eng",385,27382,1138,2005-07-26,"Penguin Books",2005,"351-450"
"7757","The Book of Lost Tales  Part Two (The History of Middle-earth  #2)","J.R.R. Tolkien/Christopher Tolkien",3.86,"9780261102149","eng",385,203,12,2002-05-07,"HarperCollinsPublishers",2002,"351-450"
"7758","Intuition","Allegra Goodman",3.32,"9780385336109","eng",385,3248,590,2007-03-13,"Dial Press",2007,"351-450"
"7759","A Stroke of Midnight (Merry Gentry  #4)","Laurell K. Hamilton",4.07,"9780345443601","en-US",385,28551,442,2006-11-28,"Ballantine Books",2006,"351-450"
"7760","Noir: Three Novels of Suspense","Richard Matheson",3.69,"9780765311405","eng",385,150,14,2005-10-01,"Forge Books",2005,"351-450"
"7761","eBay for Dummies","Marsha Collier",3.5,"9780470045299","eng",386,111,9,2006-10-30,"Wiley",2006,"351-450"
"7762","1776","David McCullough",4.07,"9780743226721","eng",386,166916,6243,2006-07-04,"Simon  Schuster",2006,"351-450"
"7763","Medicus (Gaius Petreius Ruso  #1)","Ruth Downie",3.73,"9781596912311","eng",386,5723,695,2007-03-06,"Bloomsbury Publishing PLC",2007,"351-450"
"7764","Dispatch","Bentley Little",3.62,"9780451216779","en-US",386,1291,100,2005-10-04,"Signet",2005,"351-450"
"7765","The Silmarillion","J.R.R. Tolkien/Christopher Tolkien/Ted Nasmith",3.92,"9780618391110","eng",386,166136,4750,2004-11-15,"Houghton Mifflin Company",2004,"351-450"
"7766","The Turn of the Screw","Henry James/Peter G. Beidler",3.43,"9780312406912","eng",386,616,77,2003-11-06,"Bedford Books",2003,"351-450"
"7767","The Truth with Jokes","Al Franken",3.86,"9780452287679","eng",386,7469,201,2006-10-01,"Plume Books",2006,"351-450"
"7768","The Good Guy","Dean Koontz",3.82,"9780553804812","eng",386,29967,1317,2007-05-29,"Bantam",2007,"351-450"
"7769","Undertaker of the Mind: John Monro and Mad-Doctoring in Eighteenth-Century England","Jonathan  Andrews/Andrew Scull",3.42,"9780520231511","eng",386,12,1,2001-11-27,"University of California Press",2001,"351-450"
"7770","Nineteen Eighty-Four","George Orwell",4.18,"9781421808321","eng",387,215,17,2005-07-01,"1st World Library",2005,"351-450"
"7771","Shopaholic Takes Manhattan (Shopaholic  #2)","Sophie Kinsella",3.76,"9780440241812","eng",387,100796,2382,2004-12-27,"Dell Publishing Company",2004,"351-450"
"7772","The Bonesetter's Daughter","Amy Tan",3.99,"9780345457370","eng",387,108440,2689,2003-02-04,"Ballantine Books",2003,"351-450"
"7773","The Dispossessed","Ursula K. Le Guin",4.22,"9780061054884","eng",387,64196,3525,1994-10-20,"Harper Voyager",1994,"351-450"
"7774","The Lighthouse Land (Lighthouse Trilogy #1)","Adrian McKinty",3.6,"9780810954809","eng",387,861,114,2006-10-01,"Harry N. Abrams",2006,"351-450"
"7775","Paint it Black","Janet Fitch",3.48,"9780316182744","eng",387,10136,978,2006-09-01,"Little Brown and Company",2006,"351-450"
"7776","A Dirty Job (Grim Reaper  #1)","Christopher Moore",4.07,"9780060590277","en-US",387,90947,5477,2006-03-21,"William Morrow",2006,"351-450"
"7777","The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death","H.P. Lovecraft/E. Hoffmann Price/Neil Gaiman",4.23,"9780345384218","eng",387,6253,160,2003-02-25,"Del Rey",2003,"351-450"
"7778","The King of Attolia (The Queen's Thief  #3)","Megan Whalen Turner",4.37,"9780060835774","eng",387,28480,2309,2006-01-24,"Greenwillow Books",2006,"351-450"
"7779","On the Street Where You Live","Mary Higgins Clark/Karin Dufner",3.87,"9780671004538","eng",387,17988,569,2002-04-01,"Pocket Books",2002,"351-450"
"7780","Purple Cane Road (Dave Robicheaux  #11)","James Lee Burke",4.15,"9780440224044","en-US",387,5467,246,2001-05-08,"Dell",2001,"351-450"
"7781","The Known World","Edward P. Jones",3.83,"9780061159176","eng",388,29686,2626,2006-08-29,"Amistad",2006,"351-450"
"7782","Divorcio a la Francesa: Le Divorce","Diane Johnson/Carlos Milla Soler/Roberto Fernandez Sastre",2.88,"9788420466552","spa",388,6,0,2003-06-01,"Santillana USA Publishing Company",2003,"351-450"
"7783","Child of War  Woman of Peace","Le Ly Hayslip/James Hayslip/Jenny Wurts",3.8,"9780385471473","eng",388,186,22,1993-12-01,"Anchor",1993,"351-450"
"7784","Midnight in the Garden of Good and Evil","John Berendt",3.92,"9780679643418","eng",388,983,79,2005-09-27,"Modern Library",2005,"351-450"
"7785","Shopaholic and Sister (Shopaholic  #4)","Sophie Kinsella",3.66,"9780440241911","eng",388,76205,1867,2006-11-28,"Dell Publishing Company",2006,"351-450"
"7786","The Known World","Edward P. Jones",3.83,"9780007195305","eng",388,449,83,2004-10-01,"Harper Perennial",2004,"351-450"
"7787","Stormy Weather","Carl Hiaasen",3.95,"9780446677165","en-US",388,12609,696,2001-03-01,"Grand Central Publishing",2001,"351-450"
"7788","The Cat Who Walks Through Walls (The World As Myth)","Robert A. Heinlein",3.7,"9780441094998","en-US",388,19427,572,1988-06-01,"Ace Books",1988,"351-450"
"7789","Love and Louis XIV: The Women in the Life of the Sun King","Antonia Fraser",3.9,"9780385509848","eng",388,5680,216,2007-03-20,"Nan A. Talese",2007,"351-450"
"7790","Creepers","David Morrell",3.66,"9781593153571","en-CA",388,4513,515,2005-09-26,"CDS Books",2005,"351-450"
"7791","The Divine Comedy II: Purgatory","Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles",4.02,"9780140440461","en-US",388,369,33,1981-08-30,"Penguin Classics",1981,"351-450"
